subid,trial.type,comparison,trial.num,first.side,more.side,choice,start,click
9.3.14.5,test,1vs2,3,rightB,leftB,leftBottom,1409774003105,1409773991704
9.3.14.5,test,1vs2,3,rightB,leftB,leftBottom,1409774003105,1409774092333
9.3.14.6,warmUp,1vs3,1,rightB,rightB,cookieright2,1409774862091,1409774865662
9.3.14.6,warmUp,1vs4,2,rightB,rightB,cookieright3,1409774875393,1409774876836
9.3.14.6,warmUp,1vs2,3,rightB,leftB,cookieright1,1409774885115,1409774887281
9.3.14.6,warmUp,1vs2,3,rightB,leftB,cookieright1,1409774885115,1409774887797
9.3.14.6,warmUp,1vs2,3,rightB,leftB,cookieleft1,1409774885115,1409774888760
9.3.14.6,warmUp,2vs3,4,rightB,leftB,cookieleft3,1409774898415,1409774901010
9.3.14.6,warmUp,1vs3,5,rightB,rightB,cookieright2,1409774913627,1409774927553
9.3.14.6,warmUp,1vs2,6,leftB,leftB,cookieleft2,1409774936142,1409774942499
9.3.14.6,warmUp,1vs4,7,rightB,leftB,cookieleft3,1409774961247,1409774964253
9.3.14.6,warmUp,2vs3,8,leftB,leftB,cookieleft2,1409774980040,1409774983672
9.3.14.6,test,1vs3,1,leftB,rightB,rightBottom,1409775009534,1409775010009
9.3.14.6,test,1vs4,2,leftB,leftB,rightBottom,1409775020570,1409775010009
9.3.14.6,test,1vs4,2,leftB,leftB,rightBottom,1409775020570,1409775010009
9.3.14.6,test,1vs4,2,leftB,leftB,leftBottom,1409775020570,1409775024508
9.3.14.6,test,1vs2,3,leftB,leftB,leftTop,1409775037494,1409775042985
9.3.14.7,warmUp,1vs3,1,rightB,leftB,cookieleft1,1409777885136,1409777893622
9.3.14.7,warmUp,1vs4,2,rightB,leftB,plateRight,1409777903823,1409777911085
9.3.14.7,warmUp,1vs4,2,rightB,leftB,plateRight,1409777903823,1409777911507
9.3.14.7,warmUp,1vs4,2,rightB,leftB,plateRight,1409777903823,1409777913138
9.3.14.7,warmUp,1vs4,2,rightB,leftB,plateRight,1409777903823,1409777913595
9.3.14.7,warmUp,1vs4,2,rightB,leftB,cookieleft2,1409777903823,1409777919617
9.3.14.7,warmUp,1vs2,3,rightB,rightB,cookieleft1,1409777928999,1409777939495
9.3.14.7,warmUp,1vs2,3,rightB,rightB,cookieleft1,1409777928999,1409777939742
9.3.14.7,warmUp,1vs2,3,rightB,rightB,cookieleft1,1409777928999,1409777940287
9.3.14.7,warmUp,1vs2,3,rightB,rightB,cookieleft1,1409777928999,1409777945866
9.3.14.7,warmUp,1vs2,3,rightB,rightB,cookieright1,1409777928999,1409777956722
9.3.14.7,warmUp,2vs3,4,rightB,leftB,plateRight,1409777966981,1409777977738
9.3.14.7,warmUp,2vs3,4,rightB,leftB,cookieright1,1409777966981,1409777978657
9.3.14.7,warmUp,2vs3,4,rightB,leftB,cookieright1,1409777966981,1409777979257
9.3.14.7,warmUp,2vs3,4,rightB,leftB,cookieright2,1409777966981,1409777979632
9.3.14.7,warmUp,2vs3,4,rightB,leftB,cookieright2,1409777966981,1409777980193
9.3.14.7,warmUp,2vs3,4,rightB,leftB,cookieright2,1409777966981,1409777980512
9.3.14.7,warmUp,2vs3,4,rightB,leftB,cookieright2,1409777966981,1409777981026
9.3.14.7,warmUp,2vs3,4,rightB,leftB,plateLeft,1409777966981,1409777981904
9.3.14.7,warmUp,2vs3,5,leftB,leftB,cookieright2,1409777999956,1409778001235
9.3.14.7,warmUp,2vs3,5,leftB,leftB,cookieright1,1409777999956,1409778001530
9.3.14.7,warmUp,2vs3,5,leftB,leftB,cookieright1,1409777999956,1409778002010
9.3.14.7,warmUp,2vs3,5,leftB,leftB,cookieright1,1409777999956,1409778002593
9.3.14.7,warmUp,2vs3,5,leftB,leftB,plateLeft,1409777999956,1409778003386
9.3.14.7,warmUp,1vs4,6,leftB,rightB,cookieright1,1409778013449,1409778017740
9.3.14.7,warmUp,1vs2,7,rightB,leftB,plateRight,1409778026724,1409778029425
9.3.14.7,warmUp,1vs2,7,rightB,leftB,cookieleft1,1409778026724,1409778031096
9.3.14.7,warmUp,1vs3,8,leftB,leftB,cookieright1,1409778040399,1409778041125
9.3.14.7,warmUp,1vs3,8,leftB,leftB,cookieleft1,1409778040399,1409778042653
9.3.14.7,test,1vs3,1,rightB,leftB,cookieleft1,1409778065965,1409778042653
9.3.14.7,test,1vs3,1,rightB,leftB,cookieleft1,1409778065965,1409778042653
9.3.14.7,test,1vs3,1,rightB,leftB,cookieleft1,1409778065965,1409778042653
9.3.14.7,test,1vs3,1,rightB,leftB,cookieleft1,1409778065965,1409778042653
9.3.14.7,test,1vs3,1,rightB,leftB,cookieleft1,1409778065965,1409778042653
9.3.14.7,test,1vs3,1,rightB,leftB,cookieleft1,1409778065965,1409778042653
9.3.14.7,test,1vs3,1,rightB,leftB,leftBottom,1409778065965,1409778082649
9.3.14.7,test,1vs4,2,leftB,rightB,rightBottom,1409778093020,1409778099042
9.3.14.7,test,1vs2,3,rightB,rightB,rightTop,1409778107017,1409778108960
9.3.14.7,test,2vs3,4,leftB,rightB,rightBottom,1409778118681,1409778120296
9.3.14.7,test,2vs3,5,rightB,leftB,rightBottom,1409778132970,1409778120296
9.3.14.7,test,2vs3,5,rightB,leftB,leftBottom,1409778132970,1409778136699
9.3.14.7,test,1vs4,6,rightB,rightB,rightBottom,1409778146664,1409778154111
9.3.14.7,test,1vs2,7,leftB,rightB,rightTop,1409778162722,1409778163473
9.3.14.7,test,1vs3,8,leftB,rightB,rightBottom,1409778172180,1409778173103
9.3.14.7,test,2vs3,9,rightB,leftB,rightBottom,1409778190812,1409778173103
9.3.14.7,test,2vs3,9,rightB,leftB,rightBottom,1409778190812,1409778173103
9.3.14.7,test,2vs3,9,rightB,leftB,leftBottom,1409778190812,1409778192496
9.3.14.7,test,1vs4,10,rightB,rightB,rightTop,1409778205691,1409778212846
9.3.14.7,test,1vs2,11,rightB,rightB,rightBottom,1409778220827,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,rightBottom,1409778260821,1409778250283
9.3.14.7,test,1vs3,12,rightB,leftB,leftBottom,1409778260821,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.7,test,2vs3,13,leftB,leftB,leftBottom,1409778297151,1409778282187
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779034163
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,cookieright1,1409779032791,1409779034474
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779034842
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,cookieright1,1409779032791,1409779034910
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779035784
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,cookieright1,1409779032791,1409779041147
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779041393
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779041426
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779041444
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,cookieright1,1409779032791,1409779041762
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,cookieright1,1409779032791,1409779042097
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779042448
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779046965
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779047213
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,cookieright1,1409779032791,1409779047549
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779048188
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779048264
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779048525
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779048827
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779048891
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779049148
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779049511
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,cookieright1,1409779032791,1409779049500
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779049772
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779050091
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779050380
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,plateRight,1409779032791,1409779050666
9.3.14.8b,warmUp,1vs3,1,rightB,leftB,cookieleft2,1409779032791,1409779052572
9.3.14.8b,warmUp,1vs4,2,rightB,rightB,cookieright2,1409779077304,1409779077823
9.3.14.8b,warmUp,1vs2,3,leftB,leftB,plateRight,1409779098302,1409779099075
9.3.14.8b,warmUp,1vs2,3,leftB,leftB,cookieright1,1409779098302,1409779099394
9.3.14.8b,warmUp,1vs2,3,leftB,leftB,cookieright1,1409779098302,1409779099730
9.3.14.8b,warmUp,1vs2,3,leftB,leftB,cookieright1,1409779098302,1409779100034
9.3.14.8b,warmUp,1vs2,3,leftB,leftB,plateRight,1409779098302,1409779101427
9.3.14.8b,warmUp,1vs2,3,leftB,leftB,plateRight,1409779098302,1409779101494
9.3.14.8b,warmUp,1vs2,3,leftB,leftB,plateRight,1409779098302,1409779101777
9.3.14.8b,warmUp,1vs2,3,leftB,leftB,plateRight,1409779098302,1409779102277
9.3.14.8b,warmUp,1vs2,3,leftB,leftB,cookieleft1,1409779098302,1409779102851
9.3.14.8b,warmUp,2vs3,4,leftB,rightB,cookieright3,1409779119979,1409779120225
9.3.14.8b,warmUp,1vs4,5,leftB,leftB,plateRight,1409779131996,1409779133761
9.3.14.8b,warmUp,1vs4,5,leftB,leftB,plateLeft,1409779131996,1409779134455
9.3.14.8b,warmUp,2vs3,6,rightB,rightB,plateRight,1409779148073,1409779149478
9.3.14.8b,warmUp,1vs3,7,rightB,rightB,cookieright1,1409779170933,1409779175289
9.3.14.8b,warmUp,1vs2,8,leftB,rightB,plateRight,1409779193263,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.3.14.8b,test,1vs3,1,leftB,leftB,plateRight,1409779256600,1409779198786
9.4.14.1,warmUp,1vs3,1,rightB,leftB,cookieleft3,1409855180316,1409855181101
9.4.14.1,warmUp,1vs4,2,leftB,rightB,plateRight,1409855191431,1409855192768
9.4.14.1,warmUp,1vs2,3,leftB,leftB,plateLeft,1409855202269,1409855202819
9.4.14.1,warmUp,2vs3,4,rightB,leftB,plateLeft,1409855213737,1409855214331
9.4.14.1,warmUp,1vs3,5,rightB,leftB,cookieleft2,1409855225440,1409855225843
9.4.14.1,warmUp,1vs4,6,rightB,leftB,cookieleft3,1409855237216,1409855237836
9.4.14.1,warmUp,1vs2,7,rightB,rightB,cookieright2,1409855248873,1409855249539
9.4.14.1,warmUp,2vs3,8,rightB,rightB,plateRight,1409855259496,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,plateRight,1409855283992,1409855260498
9.4.14.1,test,1vs3,1,leftB,rightB,rightBottom,1409855283992,1409855299078
9.4.14.1,test,1vs4,2,leftB,leftB,rightBottom,1409855309866,1409855299078
9.4.14.1,test,1vs4,2,leftB,leftB,leftBottom,1409855309866,1409855310849
9.4.14.1,test,1vs2,3,rightB,leftB,leftBottom,1409855319466,1409855310849
9.4.14.1,test,1vs2,3,rightB,leftB,leftBottom,1409855319466,1409855321310
9.4.14.1,test,2vs3,4,leftB,rightB,leftBottom,1409855331731,1409855321310
9.4.14.1,test,2vs3,4,leftB,rightB,rightBottom,1409855331731,1409855336879
9.4.14.1,test,1vs3,5,rightB,rightB,rightBottom,1409855348709,1409855363587
9.4.14.1,test,1vs4,6,rightB,rightB,rightBottom,1409855374925,1409855363587
9.4.14.1,test,1vs4,6,rightB,rightB,rightBottom,1409855374925,1409855363587
9.4.14.1,test,1vs4,6,rightB,rightB,rightBottom,1409855374925,1409855363587
9.4.14.1,test,1vs4,6,rightB,rightB,rightBottom,1409855374925,1409855363587
9.4.14.1,test,1vs4,6,rightB,rightB,rightBottom,1409855374925,1409855363587
9.4.14.1,test,1vs4,6,rightB,rightB,rightBottom,1409855374925,1409855363587
9.4.14.1,test,1vs4,6,rightB,rightB,rightBottom,1409855374925,1409855378654
9.4.14.1,test,1vs2,7,leftB,leftB,rightBottom,1409855388665,1409855378654
9.4.14.1,test,1vs2,7,leftB,leftB,rightBottom,1409855388665,1409855378654
9.4.14.1,test,1vs2,7,leftB,leftB,leftTop,1409855388665,1409855390006
9.4.14.1,test,2vs3,8,rightB,rightB,rightBottom,1409855415520,1409855415709
9.4.14.1,test,1vs3,9,rightB,leftB,rightBottom,1409855434711,1409855415709
9.4.14.1,test,1vs3,9,rightB,leftB,leftBottom,1409855434711,1409855436762
9.4.14.2,warmUp,1vs3,1,leftB,rightB,plateRight,1409856280372,1409856282830
9.4.14.2,warmUp,1vs4,2,rightB,rightB,cookieright4,1409856292977,1409856293969
9.4.14.2,warmUp,1vs2,3,leftB,leftB,cookieright1,1409856301854,1409856305395
9.4.14.2,warmUp,1vs2,3,leftB,leftB,cookieleft2,1409856301854,1409856315106
9.4.14.2,warmUp,2vs3,4,rightB,rightB,cookieright1,1409856327101,1409856328154
9.4.14.2,warmUp,1vs2,5,rightB,rightB,cookieright2,1409856339006,1409856339701
9.4.14.2,warmUp,1vs4,6,leftB,leftB,cookieleft1,1409856351472,1409856352242
9.4.14.2,warmUp,2vs3,7,leftB,rightB,cookieright3,1409856364370,1409856367262
9.4.14.2,warmUp,1vs3,8,rightB,rightB,plateRight,1409856377897,1409856379012
9.4.14.2,test,1vs3,1,leftB,leftB,plateRight,1409856409180,1409856379012
9.4.14.2,test,1vs3,1,leftB,leftB,leftBottom,1409856409180,1409856465002
9.4.14.2,test,1vs4,2,leftB,rightB,rightTop,1409856477144,1409856477384
9.4.14.2,test,1vs2,3,leftB,leftB,leftTop,1409856487392,1409856501695
9.4.14.2,test,2vs3,4,leftB,leftB,leftTop,1409856514324,1409856501695
9.4.14.2,test,2vs3,4,leftB,leftB,leftBottom,1409856514324,1409856518074
9.4.14.2,test,1vs2,5,leftB,leftB,leftBottom,1409856533534,1409856539772
9.4.14.2,test,1vs4,6,rightB,rightB,rightBottom,1409856559251,1409856579351
9.4.14.2,test,2vs3,7,rightB,rightB,rightTop,1409856601314,1409856604265
9.4.14.3,warmUp,1vs3,1,leftB,rightB,cookieleft1,1409861571144,1409861571478
9.4.14.3,warmUp,1vs3,1,leftB,rightB,plateLeft,1409861571144,1409861571703
9.4.14.3,warmUp,1vs3,1,leftB,rightB,cookieright2,1409861571144,1409861573079
9.4.14.3,warmUp,1vs4,2,rightB,rightB,cookieright2,1409861585503,1409861585843
9.4.14.3,warmUp,1vs2,3,rightB,leftB,plateRight,1409861593495,1409861593608
9.4.14.3,warmUp,1vs2,3,rightB,leftB,cookieright1,1409861593495,1409861593889
9.4.14.3,warmUp,1vs2,3,rightB,leftB,cookieright1,1409861593495,1409861594002
9.4.14.3,warmUp,1vs2,3,rightB,leftB,cookieright1,1409861593495,1409861594465
9.4.14.3,warmUp,1vs2,3,rightB,leftB,cookieright1,1409861593495,1409861594897
9.4.14.3,warmUp,1vs2,3,rightB,leftB,plateRight,1409861593495,1409861595009
9.4.14.3,warmUp,1vs2,3,rightB,leftB,cookieright1,1409861593495,1409861595393
9.4.14.3,warmUp,1vs2,3,rightB,leftB,cookieright1,1409861593495,1409861595777
9.4.14.3,warmUp,1vs2,3,rightB,leftB,cookieright1,1409861593495,1409861596545
9.4.14.3,warmUp,1vs2,3,rightB,leftB,cookieleft1,1409861593495,1409861596674
9.4.14.3,warmUp,1vs2,3,rightB,leftB,cookieright1,1409861593495,1409861596064
9.4.14.3,warmUp,2vs3,4,rightB,rightB,cookieleft2,1409861607053,1409861607207
9.4.14.3,warmUp,2vs3,4,rightB,rightB,cookieleft2,1409861607053,1409861607575
9.4.14.3,warmUp,2vs3,4,rightB,rightB,plateLeft,1409861607053,1409861607958
9.4.14.3,warmUp,2vs3,4,rightB,rightB,plateLeft,1409861607053,1409861608311
9.4.14.3,warmUp,2vs3,4,rightB,rightB,cookieleft1,1409861607053,1409861608711
9.4.14.3,warmUp,2vs3,4,rightB,rightB,cookieleft2,1409861607053,1409861609062
9.4.14.3,warmUp,2vs3,4,rightB,rightB,cookieleft1,1409861607053,1409861609431
9.4.14.3,warmUp,2vs3,4,rightB,rightB,cookieright1,1409861607053,1409861609735
9.4.14.3,warmUp,1vs2,5,rightB,leftB,cookieright1,1409861620759,1409861621167
9.4.14.3,warmUp,1vs2,5,rightB,leftB,cookieright1,1409861620759,1409861620859
9.4.14.3,warmUp,1vs2,5,rightB,leftB,cookieright1,1409861620759,1409861623257
9.4.14.3,warmUp,1vs2,5,rightB,leftB,plateLeft,1409861620759,1409861624416
9.4.14.3,warmUp,1vs4,6,leftB,rightB,plateRight,1409861633850,1409861634074
9.4.14.3,warmUp,2vs3,7,rightB,rightB,cookieright3,1409861643738,1409861643978
9.4.14.3,warmUp,1vs3,8,rightB,rightB,plateRight,1409861652870,1409861653204
9.4.14.3,test,1vs3,1,leftB,leftB,leftTop,1409861677796,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
