subid,trial.type,comparison,trial.num,first.side,more.side,choice,start,click
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769683631
9.3.14.4,test,2vs3,13,rightB,leftB,leftBottom,1409769698579,1409769771951
9.3.14.4,test,1vs2,14,leftB,leftB,leftBottom,1409769780842,1409769771951
9.3.14.4,test,1vs2,14,leftB,leftB,leftBottom,1409769780842,1409769771951
9.3.14.4,test,1vs2,14,leftB,leftB,leftBottom,1409769780842,1409769771951
9.3.14.4,test,1vs2,14,leftB,leftB,leftTop,1409769780842,1409769788712
9.3.14.4,test,1vs4,15,leftB,rightB,rightBottom,1409769798253,1409769798331
9.3.14.4,test,1vs3,16,leftB,leftB,rightBottom,1409769807529,1409769798331
9.3.14.4,test,1vs3,16,leftB,leftB,leftBottom,1409769807529,1409769822277
9.3.14.5,warmUp,1vs3,1,rightB,rightB,plateRight,1409773786789,1409773798819
9.3.14.5,warmUp,1vs4,2,leftB,leftB,cookieleft2,1409773811330,1409773820608
9.3.14.5,warmUp,1vs2,3,leftB,leftB,cookieleft1,1409773830834,1409773831523
9.3.14.5,warmUp,2vs3,4,rightB,rightB,cookieleft2,1409773842721,1409773842970
9.3.14.5,warmUp,2vs3,4,rightB,rightB,cookieright2,1409773842721,1409773844168
9.3.14.5,warmUp,1vs4,5,rightB,rightB,plateLeft,1409773856293,1409773876534
9.3.14.5,warmUp,1vs4,5,rightB,rightB,plateRight,1409773856293,1409773876861
9.3.14.5,warmUp,1vs3,6,rightB,rightB,plateLeft,1409773888878,1409773891092
9.3.14.5,warmUp,1vs3,6,rightB,rightB,plateLeft,1409773888878,1409773891535
9.3.14.5,warmUp,1vs3,6,rightB,rightB,plateLeft,1409773888878,1409773892445
9.3.14.5,warmUp,1vs3,6,rightB,rightB,plateLeft,1409773888878,1409773892528
9.3.14.5,warmUp,1vs3,6,rightB,rightB,cookieleft1,1409773888878,1409773894155
9.3.14.5,warmUp,1vs3,6,rightB,rightB,cookieleft1,1409773888878,1409773894446
9.3.14.5,warmUp,1vs3,6,rightB,rightB,plateLeft,1409773888878,1409773894811
9.3.14.5,warmUp,1vs3,6,rightB,rightB,cookieright3,1409773888878,1409773901985
9.3.14.5,warmUp,1vs2,7,leftB,leftB,cookieleft2,1409773914913,1409773915371
9.3.14.5,warmUp,2vs3,8,leftB,leftB,cookieleft3,1409773925678,1409773926042
9.3.14.5,test,1vs3,1,leftB,rightB,rightTop,1409773963179,1409773973064
9.3.14.5,test,1vs4,2,leftB,leftB,leftBottom,1409773985228,1409773991704
9.3.14.5,test,1vs2,3,rightB,leftB,leftBottom,1409774003105,1409773991704
9.3.14.5,test,1vs2,3,rightB,leftB,leftBottom,1409774003105,1409773991704
9.3.14.5,test,1vs2,3,rightB,leftB,leftBottom,1409774003105,1409773991704
