test,warmUp,1vs3,1,leftB,leftB,cookieleft2,1407897577339,1407897577877test,warmUp,1vs4,2,leftB,rightB,cookieright3,1407897583491,1407897584285test,warmUp,2vs3,3,leftB,leftB,cookieleft2,1407897589901,1407897591146test,warmUp,1vs2,4,rightB,rightB,cookieright1,1407897595571,1407897596672test,warmUp,1vs3,5,rightB,leftB,cookieleft2,1407897601680,1407897602421test,warmUp,1vs4,6,leftB,leftB,cookieleft3,1407897608030,1407897608999test,warmUp,2vs3,7,leftB,rightB,cookieright2,1407897614608,1407897615652test,warmUp,1vs2,8,rightB,rightB,cookieright2,1407897620061,1407897621461test,warmUp,1vs3,1,rightB,rightB,cookieleft1,1407897933627,1407897936299
test,warmUp,1vs3,1,rightB,rightB,cookieleft1,1407897933627,1407897937096
test,warmUp,1vs3,1,rightB,rightB,cookieright2,1407897933627,1407897938493
test,warmUp,2vs3,2,rightB,rightB,cookieright3,1407897944103,1407898820360
test,warmUp,1vs4,3,leftB,leftB,cookieleft2,1407898825973,1407898826963
test,warmUp,1vs2,4,leftB,leftB,cookieleft1,1407898831371,1407898833482
test,warmUp,1vs3,1,rightB,rightB,cookieright2,1407903201701,1407903209198
test,warmUp,1vs2,2,rightB,rightB,cookieleft1,1407903213618,1407903214954
test,warmUp,1vs2,2,rightB,rightB,cookieleft1,1407903213618,1407903215544
test,warmUp,1vs2,2,rightB,rightB,cookieright2,1407903213618,1407903217607
Test,warmUp,1vs2,1,rightB,leftB,plateLeft,1407984604547,1407984618056
Test,warmUp,1vs3,2,rightB,leftB,cookieleft2,1407984623425,1407984696561
Test,warmUp,2vs3,3,rightB,leftB,cookieleft1,1407984702536,1407984706467
Test,warmUp,1vs3,1,rightB,rightB,cookieright2,1407984873910,1407984891795
Test,warmUp,1vs3,1,leftB,leftB,cookieleft2,1407985024996,1407985026399
Test,warmUp,1vs4,2,rightB,leftB,cookieleft2,1407985032345,1407985049988
Test,warmUp,1vs2,3,leftB,leftB,cookieleft1,1407985054689,1407985055625
Test,warmUp,2vs3,4,leftB,leftB,cookieleft3,1407985061601,1407985062108
Test,warmUp,1vs3,5,leftB,rightB,cookieright2,1407985067542,1407985067852
Test,warmUp,2vs3,1,leftB,leftB,cookieleft2,1407985163496,1407985175582
Test,warmUp,1vs2,2,leftB,rightB,cookieright1,1407985180313,1407985181688
Test,warmUp,1vs3,1,rightB,leftB,plateRight,1407985451131,1407985494825
Test,warmUp,1vs3,1,rightB,leftB,plateRight,1407985451131,1407985495463
Test,warmUp,1vs3,1,rightB,leftB,plateRight,1407985451131,1407985496780
Test,warmUp,1vs3,1,rightB,leftB,plateRight,1407985451131,1407985497250
Test,warmUp,1vs3,1,rightB,leftB,plateRight,1407985451131,1407985497453
